Respondent ID,Respondant Zip Code,Urban or Rural Re-scaled,Age,Gender,Ethnicity,Income Re-scaled,Education Re-scaled,Household size Re-scaled,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled,"Elections: During the last (2022) election, I voted:",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled,Energy Crisis Re-scaled,Climate Change Re-scaled,Lack of Natural Resources Re-scaled,Militarty Conflicts Re-scaled,Interstate Conflicts Re-scaled,Employment and Livelihood Re-scaled,Infectious Disease Re-scaled,AI Re-scaled,Cybersecurity Re-scaled,Crisis Composit Score,Systems Thinking Score,Trust Score,Conspiracy,Complexity,Openness,Conscienciousness,Extroversion,Agreeableness,Neuroticism
1546,85756,1,24,Female,Hispanic,1,3,4,Single,Unemployed,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,3,2,2,12,0.7777777777777777,0.0,0.2,0.9333333333333333,0.888888888888889,0.4444444444444444,0.611111111111111,0.5555555555555556,0.6666666666666666
1547,85122,0,51,Male,Hispanic,6,2,1,Seperated,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,3,2,3,3,2,3,13,0.611111111111111,0.416666675,0.46666666666666673,0.6666666666666667,0.7777777777777778,0.9444444444444445,0.6666666666666666,0.888888888888889,0.16666666666666666
1548,85042,1,18,Female,Asian,5,2,3,Single,Employed Part-time,2,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,1,2,2,3,3,1,2,11,0.8055555555555555,0.5,0.13333333333333336,0.6000000000000001,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5
1549,85004,1,41,Male,White/Caucasian,1,2,1,Single,Unemployed,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,2,1,3,2,2,0,2,1,2,7,0.6388888888888888,0.583333325,0.2,0.5333333333333334,0.611111111111111,0.5555555555555556,0.4444444444444444,0.611111111111111,0.9444444444444445
1550,85024,1,48,Male,White/Caucasian,5,5,1,Single,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,2,3,0,1,1,2,7,0.8888888888888888,0.75,0.0,0.7333333333333334,0.9444444444444445,0.8333333333333334,0.9444444444444445,0.7222222222222222,0.33333333333333337
1551,85634,0,38,Male,Native American,1,2,1,Single,Employed Part-time,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,2,1,3,1,1,2,2,1,1,7,0.5,0.583333325,0.0,0.6000000000000001,0.38888888888888895,0.4444444444444444,0.5555555555555556,0.38888888888888895,0.4444444444444444
1552,85383,1,76,Male,White/Caucasian,3,6,3,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,1,0,0,0,0,0,0,0.7777777777777777,0.833333375,0.0,0.6666666666666667,0.38888888888888895,0.9444444444444445,0.22222222222222218,0.9999999999999999,0.0
1553,85307,1,36,Female,White/Caucasian,5,3,6,Married or Partnered,Other,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,2,1,2,1,0,2,1,1,5,0.861111111111111,0.583333325,0.3333333333333333,0.39999999999999997,0.5555555555555556,0.888888888888889,0.7222222222222222,0.888888888888889,0.5555555555555556
1555,85730,1,52,Male,Hispanic,4,3,1,Single,Employed Full-time,0,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,1,2,2,1,1,0,1,0,2,4,0.6388888888888888,0.333333325,0.7333333333333334,0.6000000000000001,0.6666666666666666,0.7222222222222222,0.5,0.4444444444444444,0.611111111111111
1556,85011,1,35,Female,Black/African-American,8,5,5,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,0,2,3,3,2,2,12,0.5277777777777778,0.5,0.6000000000000001,0.6666666666666667,0.888888888888889,0.7777777777777778,0.7222222222222222,0.5555555555555556,0.38888888888888895
1557,85365,1,20,Female,Hispanic,3,2,6,Married or Partnered,Other,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Autocracy,3,3,3,3,3,3,3,3,3,3,15,0.7777777777777777,0.666666675,0.2,0.39999999999999997,0.5555555555555556,0.7777777777777778,0.5,0.8333333333333334,0.9444444444444445
1558,85345,1,74,Male,White/Caucasian,7,5,1,Single,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,0,0,0,0,0,0,0,0,1.0,0.16666665000000003,0.2,0.9333333333333333,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.0
1560,85008,1,68,Female,White/Caucasian,7,6,3,Seperated,Retired,2,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Autocracy,Democracy,2,1,1,1,2,2,1,2,1,1,7,0.75,0.666666675,0.13333333333333336,0.6000000000000001,0.38888888888888895,0.9444444444444445,0.6666666666666666,0.9444444444444445,0.22222222222222218
1561,85297,1,53,Female,Hispanic,6,2,3,Married or Partnered,Employed Full-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,1,0,0,0,2,0,0,0,2,0.5277777777777778,0.08333334999999997,0.13333333333333336,0.6000000000000001,0.6666666666666666,0.611111111111111,0.8333333333333334,0.7777777777777778,0.7222222222222222
1562,85544,0,67,Male,White/Caucasian,5,3,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,1,1,3,3,2,10,0.7222222222222222,0.916666625,0.26666666666666666,0.8,0.7222222222222222,0.7777777777777778,0.5,0.9999999999999999,0.22222222222222218
1563,85715,1,46,Male,White/Caucasian,7,5,1,Seperated,Employed Full-time,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,1,1,0,6,0.7222222222222222,0.5,0.2,0.8,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.4444444444444444
1565,85704,1,57,Male,Black/African-American,1,5,1,Single,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,2,2,0,1,6,1.0,0.75,0.2,0.6000000000000001,0.8333333333333334,0.9999999999999999,0.5555555555555556,0.9444444444444445,0.05555555555555555
1566,85710,1,69,Female,White/Caucasian,5,5,2,Seperated,Retired,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,0,1,0,2,0,0,3,0.5833333333333333,0.666666675,0.0,0.7333333333333334,0.611111111111111,0.7777777777777778,0.611111111111111,0.7777777777777778,0.38888888888888895
1567,85614,0,78,Male,White/Caucasian,8,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,1,1,2,1,1,1,1,2,0,1,5,0.7222222222222222,0.583333325,0.06666666666666671,0.5333333333333334,0.4444444444444444,0.7222222222222222,0.8333333333333334,0.6666666666666666,0.5
1568,85395,1,71,Male,White/Caucasian,10,3,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,3,0,3,3,3,2,0,2,1,8,0.8055555555555555,0.75,0.39999999999999997,0.3333333333333333,0.611111111111111,0.5555555555555556,0.6666666666666666,0.888888888888889,0.6666666666666666
1570,86442,1,74,Female,White/Caucasian,5,5,2,Married or Partnered,Employed Part-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,1,1,0,0,2,2,1,1,6,0.7777777777777777,0.5,0.2,0.6666666666666667,0.9444444444444445,0.9444444444444445,0.888888888888889,0.888888888888889,0.11111111111111113
1575,85207,0,48,Female,White/Caucasian,5,4,4,Widowed,Employed Full-time,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,0,1,3,3,3,1,2,2,2,3,10,0.9166666666666666,0.583333325,0.3333333333333333,0.39999999999999997,0.9999999999999999,0.8333333333333334,0.5,0.9999999999999999,0.4444444444444444
1576,85395,1,28,Female,White/Caucasian,6,2,3,Married or Partnered,Other,0,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,3,1,3,1,1,1,1,1,1,1,5,0.75,0.25,0.3333333333333333,0.8666666666666667,0.888888888888889,0.5555555555555556,0.38888888888888895,0.9444444444444445,0.9444444444444445
1577,85140,1,45,Male,White/Caucasian,2,2,1,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,2,2,2,1,1,2,3,1,0,1,7,0.5,0.416666675,0.39999999999999997,0.6000000000000001,0.6666666666666666,0.611111111111111,0.611111111111111,0.5555555555555556,0.5555555555555556
1579,86303,1,69,Female,White/Caucasian,2,4,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,0,0,0,0,2,0,0,2,0.7222222222222222,1.0,0.0,0.6666666666666667,0.7222222222222222,0.7777777777777778,0.7777777777777778,0.7222222222222222,0.5
1581,86409,0,38,Male,White/Caucasian,1,2,3,Seperated,Unemployed,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,0,0,0,0,1,3,0,0,0,0,3,0.25,0.25,0.0,0.0,0.33333333333333337,0.22222222222222218,0.38888888888888895,0.5555555555555556,0.7222222222222222
1582,85142,1,57,Male,White/Caucasian,9,6,1,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.75,0.583333325,0.3333333333333333,0.26666666666666666,0.5,0.8333333333333334,0.2777777777777778,0.6666666666666666,0.33333333333333337
1584,85712,1,24,Female,Hispanic,1,2,4,Single,Employed Part-time,1,Did not vote,That there is a well-functioning social system,Autocracy,Neither,Autocracy,1,1,1,3,1,1,3,1,0,0,5,0.75,0.75,0.46666666666666673,0.6000000000000001,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.7777777777777778,0.7222222222222222
1585,85706,1,72,Female,White/Caucasian,4,3,4,Widowed,Retired,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,1,0,0,0,2,1,1,0,3,1,6,0.6388888888888888,0.583333325,0.6000000000000001,0.13333333333333336,0.4444444444444444,0.888888888888889,0.7222222222222222,0.8333333333333334,0.33333333333333337
1588,85306,1,52,Female,Hispanic,1,2,2,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,1,3,1,1,1,1,1,1,1,5,0.5,0.583333325,0.6666666666666667,0.46666666666666673,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.33333333333333337
1589,85249,1,54,Male,White/Caucasian,10,5,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,1,1,2,1,2,2,8,0.3333333333333333,0.833333375,0.39999999999999997,0.26666666666666666,0.38888888888888895,0.7777777777777778,0.5,0.5555555555555556,0.2777777777777778
1591,85045,1,32,Male,White/Caucasian,8,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,0,0,1,2,1,1,0,5,0.6666666666666666,0.416666675,0.0,0.5333333333333334,0.4444444444444444,0.611111111111111,0.6666666666666666,0.33333333333333337,0.6666666666666666
1595,85658,1,65,Male,White/Caucasian,8,5,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,1,0,3,2,1,1,0,1,5,0.7777777777777777,0.75,0.2,0.3333333333333333,0.8333333333333334,0.888888888888889,0.2777777777777778,0.5,0.38888888888888895
1597,86440,0,76,Male,White/Caucasian,4,3,1,Widowed,Retired,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,3,0,2,0,2,0,1,0,0,3,0.5555555555555556,0.666666675,0.39999999999999997,0.2,0.5,0.8333333333333334,0.33333333333333337,0.5555555555555556,0.2777777777777778
1599,85281,1,61,Female,White/Caucasian,2,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,1,1,1,2,3,3,1,10,0.75,0.583333325,0.0,0.6666666666666667,0.9999999999999999,0.9999999999999999,0.7222222222222222,0.8333333333333334,0.22222222222222218
1600,85381,1,74,Male,White/Caucasian,5,5,3,Seperated,Employed Part-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,0,1,1,1,2,2,1,1,7,0.8888888888888888,0.16666665000000003,0.2,0.13333333333333336,0.8333333333333334,0.611111111111111,0.7777777777777778,0.5555555555555556,0.38888888888888895
1601,85635,0,39,Female,Hispanic,3,3,4,Married or Partnered,Employed Part-time,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,2,3,2,1,2,2,2,3,3,1,11,0.8055555555555555,0.5,0.46666666666666673,0.7333333333333334,0.9444444444444445,0.8333333333333334,0.6666666666666666,0.7777777777777778,0.4444444444444444
1602,85704,1,56,Male,White/Caucasian,2,3,1,Seperated,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,0,0,0,0,0,0,0,0.8055555555555555,0.25,0.3333333333333333,0.8666666666666667,0.38888888888888895,0.611111111111111,0.05555555555555555,0.9999999999999999,0.9999999999999999
1603,85282,0,55,Female,White/Caucasian,8,3,3,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,2,2,1,2,3,1,1,1,8,0.611111111111111,0.75,0.2,0.6666666666666667,0.611111111111111,0.7777777777777778,0.611111111111111,0.888888888888889,0.5555555555555556
1605,85353,1,23,Female,Black/African-American,1,2,6,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Autocracy,2,2,0,2,2,3,2,3,3,1,12,0.861111111111111,0.333333325,0.8666666666666667,0.7333333333333334,0.33333333333333337,0.33333333333333337,0.05555555555555555,0.9999999999999999,0.6666666666666666
1606,85713,1,28,Male,White/Caucasian,2,3,3,Single,Other,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,2,3,2,1,0,0,2,1,0,3,0.6666666666666666,0.416666675,0.46666666666666673,0.6000000000000001,0.5555555555555556,0.7222222222222222,0.5,0.7222222222222222,0.5
1609,85308,1,72,Female,White/Caucasian,1,2,1,Seperated,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,3,1,0,2,0,1,0,0,3,0.861111111111111,0.916666625,0.0,0.8,0.9999999999999999,0.8333333333333334,0.9999999999999999,0.888888888888889,0.22222222222222218
1610,85367,0,82,Male,White/Caucasian,6,4,2,Married or Partnered,Retired,1,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Neither,Democracy,2,2,1,2,1,2,1,0,1,1,5,0.75,0.666666675,0.39999999999999997,0.26666666666666666,0.33333333333333337,0.5,0.4444444444444444,0.9444444444444445,0.05555555555555555
1611,85736,1,51,Female,White/Caucasian,7,3,3,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,2,1,1,1,0,1,1,1,1,4,0.75,0.416666675,0.6666666666666667,0.2,0.5555555555555556,0.611111111111111,0.33333333333333337,0.5,0.5555555555555556
1612,85743,1,33,Male,Hispanic,7,5,5,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,2,2,2,2,2,2,2,3,2,2,11,0.75,0.666666675,0.26666666666666666,0.6666666666666667,0.9999999999999999,0.9999999999999999,0.8333333333333334,0.9999999999999999,0.05555555555555555
1613,85614,1,57,Female,White/Caucasian,1,3,2,Married or Partnered,Unemployed,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,1,0,2,0,3,1,0,6,0.75,0.75,0.3333333333333333,0.8,0.7777777777777778,0.33333333333333337,0.611111111111111,0.5555555555555556,0.6666666666666666
1614,85338,1,37,Male,Hispanic,4,2,2,Single,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,0,1,0,0,1,0,0,0,1,0.611111111111111,0.333333325,0.3333333333333333,0.6666666666666667,0.611111111111111,0.7777777777777778,0.16666666666666666,0.8333333333333334,0.38888888888888895
1615,85142,1,47,Female,Asian,9,3,2,Married or Partnered,Other,1,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Neither,Democracy,3,3,3,3,2,3,3,2,1,3,12,0.861111111111111,0.583333325,0.26666666666666666,0.8666666666666667,0.9444444444444445,0.5555555555555556,0.9999999999999999,0.6666666666666666,0.7222222222222222
